stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,49.04,28.6,0,0,40.86
72hpf,1.07,1.07,0,0,37.44,14.98,0,0,7.49
21Day,0,8.03,0,2.68,36.14,10.71,0,2.68,17.4
3Month,0,9.6,1.28,1.6,31.67,0,0,0.32,5.12
22Month,0,4.92,1.09,0,14.21,0,0.55,3.28,1.64
