stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,32.69,0,12.26
72hpf,4.28,2.14,0,0,1.07,17.12,0,5.35
21Day,5.35,4.02,0,4.02,0,6.69,0,8.03
3Month,3.52,0,0.64,0.64,0,0.32,0.32,0.64
