stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,1.07,0,0,0,20.33,0,0
21Day,2.68,1.34,0,0,18.74,0,0
3Month,2.24,0,0.64,0,0.32,0.64,0
22Month,8.2,0,0.55,1.64,0.55,0,1.09
