stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,20.43,0
72hpf,1.07,0,0,1.07,2.14
21Day,5.35,0,0,0,4.02
3Month,2.24,1.92,0.32,0,1.92
22Month,4.92,0.55,0.55,0,1.64
