stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,0,0,0,0,0,6.42,0
21Day,0,0,0,1.34,0,9.37,0
3Month,0.32,2.88,102.38,1.92,0.32,0.32,0.32
22Month,0,0.55,0.55,0,0,0,0
