stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,4.09,0
72hpf,0,3.21,0,1.07,7.49,0,1.07,1.07
21Day,1.34,2.68,1.34,0,10.71,0,1.34,1.34
3Month,0,1.92,0.64,0,0,0,0,0
22Month,0,10.93,3.28,0,0,0.55,0,0.55
