stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,4.09,0,0,4.09,0,24.52,0,4.09
72hpf,0,2.14,1.07,0,0,2.14,20.33,0,3.21
21Day,0,1.34,0,0,2.68,0,6.69,1.34,6.69
3Month,0.32,12.48,0,6.72,1.28,1.28,0.96,0.32,2.24
22Month,0,7.11,0,2.19,1.64,0,0.55,0,0.55
