stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,57.21,0,0,4.09
72hpf,1.07,8.56,0,0,51.35,0,0,5.35
21Day,0,6.69,0,1.34,9.37,0,0,2.68
3Month,0,7.36,31.04,1.28,0.32,0,0.32,1.28
22Month,1.09,316.51,0,2.19,0,1.64,1.09,0.55
