stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,0,12.26,4.09,0,0
72hpf,8.56,1.07,0,0,47.07,0,0,3.21
21Day,2.68,4.02,0,1.34,17.4,0,2.68,1.34
3Month,0.64,0,0,0,0,0,0,0
22Month,5.47,0,1.64,1.09,0,0.55,1.09,0
