stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,20.43,0,0,0
72hpf,2.14,0,0,0,4.28,0,0,1.07
21Day,5.35,0,0,0,0,0,0,1.34
3Month,9.6,0.96,2.56,0.96,0,0,0,0.32
22Month,16.4,0.55,2.19,0.55,0.55,1.64,0.55,0.55
