stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,3.21,0,0,3.21,66.33,0,2.14
21Day,1.34,4.02,1.34,6.69,69.6,1.34,4.02
22Month,1.09,0,1.09,0,0,0,0
