stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,12.26,0,0,4.09
72hpf,1.07,0,0,0,22.47,0,0,1.07
21Day,6.69,0,1.34,0,2.68,0,0,0
3Month,2.24,1.28,1.28,0,0.32,0,0.32,1.28
22Month,24.6,0.55,1.09,1.09,1.09,1.09,0,1.64
