stage,Epithelial,Germ,Neuron,Stromal
24hpf,0,0,12.26,0
72hpf,1.07,0,5.35,1.07
21Day,1.34,0,0,0
3Month,0.64,3.84,0,0.32
22Month,0.55,0,0.55,0
