stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,4.09,0,0
72hpf,7.49,0,0,0,40.65,1.07,2.14
21Day,34.8,0,1.34,0,26.77,1.34,4.02
3Month,4.48,0.32,0.64,0.64,0,0,0
22Month,2.19,0,0,0.55,0,0,0.55
