stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,8.17,0
72hpf,0,0,0,6.42,1.07
21Day,1.34,2.68,0,1.34,0
3Month,0.64,0,0.64,0,0
22Month,0,1.09,0,0,0.55
