stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
21Day,2.68,0,0,1.34,0,0
3Month,8.32,0,0.64,2.56,0,0.96
22Month,11.48,0.55,1.09,2.73,0.55,1.09
