stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,53.12,4.09
72hpf,0,0,0,14.98,0
3Month,1.28,4.48,0.64,0,0
22Month,1.64,0,0.55,0,0.55
