stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,8.17,0
72hpf,0,3.21,0,0,5.35,3.21
21Day,0,1.34,0,0,5.35,2.68
3Month,0,4.48,2.56,0.32,0.32,0.32
22Month,0,3.28,1.09,0.55,0,0
