stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,8.17,0,0,4.09,0
72hpf,0,0,0,2.14,2.14
21Day,1.34,0,0,1.34,2.68
3Month,3.2,22.72,0.96,0.32,0.64
