stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,8.17,0,0
72hpf,0,0,1.07,4.28,0,0
21Day,1.34,0,1.34,10.71,1.34,0
3Month,2.88,1.6,0.32,0,1.6,0.32
22Month,6.01,1.09,0,0.55,0,0.55
