stage,Endothelial,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,24.52,0,0
72hpf,0,1.07,1.07,1.07,0,25.67,0,2.14
21Day,0,1.34,0,0,2.68,24.09,1.34,2.68
3Month,0,1.28,0,0.32,0,0.32,0,0.32
22Month,0,1.64,0,0,0,0,0,0
