stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,0,0,0,4.09,4.09,0,0
72hpf,1.07,0,0,0,1.07,25.67,0,1.07
21Day,5.35,1.34,0,0,0,85.67,0,1.34
3Month,8,0,6.08,0.64,0,0,0,0.64
22Month,16.4,0,1.09,3.83,0.55,0.55,0.55,0.55
