stage,Epithelial,Germ,Immune,Neuron,Other
24hpf,0,0,155.28,4.09,0
72hpf,0,0,2.14,0,0
21Day,1.34,0,6.69,0,0
3Month,0,0.32,1.6,0,0
22Month,0.55,0,21.87,0,0.55
