stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,4.09,0,0,4.09,0,0
72hpf,0,0,0,1.07,0,0
21Day,8.03,0,72.28,8.03,0,6.69
3Month,0,0.32,0.32,0,0,0
22Month,4.37,0,1.09,0.55,1.09,0
