stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,1.07,0,0
21Day,2.68,0,0,0,0,0,0
3Month,0,0,0.64,0,0,0,0.32
22Month,0.55,3.83,0,0.55,0,0.55,0
