stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,8.17,0
72hpf,1.07,0,0,8.56,1.07
21Day,1.34,0,0,12.05,0
3Month,0,0.32,0.32,0,0
22Month,0.55,0.55,0.55,0,0
