stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,4.09,0,4.09
72hpf,6.42,0,0,0,13.91,0,14.98
21Day,0,0,0,1.34,1.34,0,2.68
3Month,2.24,4.48,0.32,0,0,0.32,0.32
22Month,8.2,2.19,0.55,0,0,0,1.09
