stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,0,0,0,0,11.77,2.14
21Day,2.68,2.68,1.34,4.02,1.34,8.03
3Month,1.28,0,0,0.64,0.32,0.32
