stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,4.09,4.09,24.52,0,0,8.17
72hpf,1.07,9.63,3.21,0,2.14,4.28,186.14,0,3.21,12.84
21Day,0,10.71,6.69,0,10.71,2.68,132.51,0,5.35,13.39
3Month,0.32,38.07,0,3.2,6.72,2.56,0.64,0.32,2.24,2.88
22Month,1.64,105.5,0,3.83,9.84,2.73,3.28,8.2,1.09,4.92
