stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,28.6,4.09
72hpf,0,8.56,0,0,0,0,9.63,5.35
21Day,0,9.37,4.02,1.34,0,1.34,9.37,10.71
3Month,0.32,1.6,0,0.32,0.32,1.28,0,0.32
