stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,8.17,8.17
72hpf,1.07,0,1.07,0,1.07,2.14,2.14
21Day,1.34,0,0,1.34,4.02,0,5.35
