stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,0,98.07,0,4.09
72hpf,0,36.37,1.07,0,0,1.07,51.35,0,5.35
21Day,1.34,5.35,4.02,0,0,0,16.06,0,10.71
3Month,0.32,9.6,0,1.28,0.64,1.28,0.32,0,3.84
22Month,4.92,16.4,0.55,0.55,3.83,0.55,0.55,0.55,4.37
