stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,40.86,0,0,4.09
72hpf,3.21,0,0,1.07,21.4,0,1.07,4.28
21Day,1.34,0,0,1.34,6.69,0,0,4.02
3Month,3.52,0.32,0.64,0,0,0.32,0,0.32
22Month,20.23,0.55,2.19,0.55,1.64,1.09,0,0.55
