stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,16.35,0,0
72hpf,21.4,0,0,0,0,0,0,0
21Day,9.37,0,1.34,0,0,0,0,1.34
3Month,11.52,32.31,0.64,0.32,0.32,0,0.32,0
