stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,57.77,1.07
21Day,0,1.34,0,0,0,16.06,1.34
3Month,4.48,0,3.84,0.32,0,0.64,0.32
22Month,6.01,0,0,1.09,0.55,0,0
