stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,4.09,0,0,0,0
72hpf,2.14,1.07,0,0,0,4.28,0,2.14
21Day,0,1.34,0,0,1.34,1.34,1.34,8.03
3Month,3.52,12.16,0.64,0.96,2.56,0.32,0.32,3.52
22Month,4.37,12.03,0,1.64,0,0.55,1.09,1.64
