stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,0,0,0,0
21Day,0,0,0,1.34,0,0,0
3Month,9.28,0,0.32,0,0,0.64,0.96
22Month,13.67,0.55,3.28,0,1.64,0,0
