stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,12.26,0,4.09,4.09,93.99,24.52
72hpf,2.14,0,0,1.07,1.07,17.12,11.77
21Day,0,2.68,2.68,1.34,0,2.68,4.02
3Month,0,3.52,48.95,1.28,0.32,0.32,0
