stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,57.21,8.17,4.09
72hpf,0,4.28,2.14,0,0,19.26,3.21,4.28
21Day,0,4.02,0,0,0,6.69,9.37,1.34
3Month,0.32,64.31,0,5.12,1.92,0.32,18.24,0.64
22Month,1.09,6.56,0,1.64,0.55,0,5.47,0
