stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,24.52,0,0
72hpf,0,1.07,0,0,1.07,0,2.14
21Day,0,8.03,4.02,1.34,5.35,1.34,4.02
3Month,0.32,5.12,1.28,0.32,0.32,0,0
22Month,0,3.83,1.64,0,0.55,0,0.55
