stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,4.28,1.07,0,0,0
21Day,9.37,9.37,0,171.33,12.05,0,5.35,9.37
3Month,11.84,0.96,4.48,95.66,0.32,0,5.76,6.4
22Month,8.2,0,0,80.36,0,1.09,0,0.55
