stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,2.14,0,0,0,11.77,0,7.49
21Day,101.73,0,1.34,5.35,6.69,1.34,5.35
3Month,44.79,1.28,7.68,0.64,0,0,0
22Month,27.33,0,7.65,0,0,0,0.55
