stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,20.43,0,0,8.17,0,8.17
72hpf,5.35,0,3.21,0,0,1.07
21Day,5.35,1.34,9.37,1.34,0,5.35
3Month,1.92,0.32,0.32,0,0,0
22Month,6.56,1.09,0,0.55,1.09,0
