stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,10.7,0,0,7.49
21Day,0,6.69,0,2.68,1.34,2.68,0,4.02,93.7
3Month,0.64,14.72,7.68,12.8,1.6,0.32,0.96,19.2,130.86
22Month,0.55,13.12,1.64,8.2,0.55,0,174.93,11.48,16.4
