stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,4.09,0
72hpf,0,2.14,1.07,0,8.56,1.07
21Day,1.34,0,0,0,4.02,1.34
3Month,0.32,0,0.32,0.32,0,0
