stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,4.09,0,0
72hpf,0,0,0,0,2.14,0,0
21Day,0,0,1.34,1.34,1.34,0,0
3Month,0,1.28,0.32,0,0,0,0
22Month,0.55,13.12,3.83,1.09,0,0.55,1.09
