stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
21Day,0,4.02,0,1.34,38.82,2.68,0,0,1.34
3Month,1.28,30.72,2.56,11.2,612.38,12.8,0.32,4.48,5.12
22Month,2.73,14.76,1.09,7.11,428.03,1.09,0.55,0.55,4.92
