stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,1.07,0,0,0,25.67,3.21
21Day,4.02,0,2.68,1.34,26.77,2.68
3Month,5.12,3.2,3.84,0.64,1.28,0.96
22Month,4.37,0,0.55,0,0,0
