stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,4.09,0,4.09,0,0
72hpf,0,0,0,1.07,0,0,0
22Month,14.21,0.55,0,0,0,1.64,0.55
