stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,8.17,0,0,0
72hpf,0,0,1.07,1.07,0,1.07,0,0,0
21Day,0,0,0,2.68,0,0,0,0,0
3Month,0.32,7.68,0,84.79,1.92,0,0,0,0.32
22Month,0,7.11,0,9.29,0,0,1.09,0.55,0
