stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,28.6,302.39,4.09,0,106.25,36.78,2611.21,8.17,0,367.78
72hpf,18.19,366.94,33.16,3.21,29.95,57.77,824.81,36.37,31.02,318.8
21Day,14.72,464.47,188.73,2.68,163.3,125.82,321.25,0,32.12,413.61
3Month,6.08,241.88,12.16,209.25,94.07,16,5.12,0.96,7.36,22.08
22Month,8.2,400.7,9.84,50.29,177.12,6.56,15.31,14.21,7.11,13.67
