stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,4.09,0,0,4.09
72hpf,0,1.07,0,0,0,0,1.07
21Day,0,0,1.34,2.68,0,0,2.68
3Month,4.48,15.04,0,0,0,0.32,0
22Month,4.92,0,0.55,0,1.09,0,0
