stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,2.14,0,0,0,0,3.21,2.14
21Day,2.68,0,0,0,1.34,0,1.34
3Month,3.2,0.32,72.31,0.32,0.32,0.64,0.32
22Month,0,0,0.55,0,0,0.55,0
