stage,Epithelial,Immune,Muscle,Neuron,Secretory
72hpf,1.07,0,0,2.14,0
21Day,0,6.69,0,1.34,0
3Month,0.32,5.12,0.32,0,0
22Month,12.03,2.19,0,0,0.55
