stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,1.07,0,0
3Month,4.48,0.32,0,0.64,0,0.32,0.32
22Month,3.83,0,0.55,0,0,0,0
