stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,1.07,0,0,0,6.42,1.07
21Day,0,1.34,0,0,4.02,1.34
3Month,1.28,0.96,0,0,0,0.64
22Month,31.71,2.19,1.09,0.55,0,0
