stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,12.26,0,0,28.6,8.17,28.6,0,16.35
72hpf,1.07,9.63,0,0,36.37,4.28,0,0,2.14
21Day,0,1.34,2.68,0,14.72,2.68,0,5.35,4.02
3Month,0.64,9.6,1.6,3.84,136.94,0,0,0.32,1.6
22Month,0,21.32,26.24,2.73,122.45,0.55,1.09,0,1.09
