stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,4.09,0,8.17
72hpf,0,0,0,1.07,1.07,0,0
22Month,3.83,0.55,1.09,0,0,0.55,0
