stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,50.28,0,2.14
21Day,1.34,1.34,1.34,22.76,1.34,1.34
3Month,0.32,0,0,0,0.32,0.32
22Month,1.64,0,0,0.55,0.55,0
