stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
21Day,1.34,1.34,0,8.03,1.34,0,0
3Month,4.8,1.28,0.32,62.39,0.32,0.96,0.64
22Month,1.64,0,0,15.31,0.55,0,1.09
