stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,0,2.14
21Day,0,4.02,0,1.34,2.68,2.68,1.34
3Month,0,14.4,8,0.64,0.32,2.24,0.64
22Month,0.55,0.55,0.55,0,0,0.55,0
