stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,0,1.07,5.35,0
21Day,1.34,0,0,1.34,4.02
3Month,0.32,0.64,0,0,0
22Month,1.64,0,0,0,0
