stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,28.6,0,4.09
72hpf,1.07,1.07,0,0,1.07,112.33,0,9.63
21Day,1.34,1.34,0,0,0,28.11,0,5.35
3Month,2.56,0,0.32,0.64,0,0.32,0,0
22Month,9.29,0,0,1.64,1.09,0,0.55,0.55
