stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,12.26,0,0,4.09,69.47,8.17
72hpf,1.07,2.14,0,0,1.07,56.7,4.28
21Day,0,4.02,0,1.34,0,34.8,4.02
3Month,0,1.28,0,0.96,0.32,0,0.96
22Month,0.55,1.64,1.09,0.55,0,0,0
